Loc1;Loc2;Attr_label_CDB_EN;Attr_name_1WS;Composite_name_1WS;Module_name_1WS;What_to_hide;Segment1;Segment2;Segment3;Segment4;Segment5;Segment6;Segment7;Segment8;Segment9;Segment10;Segment11;Segment12;Segment13;Segment14;Segment15;Segment16;Segment17;Segment18;Segment19;Segment20;Segment21;Segment22;Segment23;Segment24;Segment25;Segment26;Segment27;Segment28;Segment29;Segment30;Segment31;Segment32;Segment33;Segment34;Segment35;Segment36;Segment37;Segment38
Back to top;;;;;;;Pet Care/Food;Cleaning/Hygiene Products;Food/Beverage/Tobacco;Healthcare;Beauty/Personal Care/Hygiene;Cross Segment;Textual/Printed/Reference Materials;Music;Stationery/Office Machinery/Occasion Supplies;Footwear;Personal Accessories;Computing;Communications;Clothing;Audio Visual/Photography;Arts/Crafts/Needlework;Sports Equipment;Home Appliances;Kitchen Merchandise;Camping;Household/Office Furniture/Furnishings;Automotive;Electrical Supplies;Plumbing/Heating/Ventilation/Air Conditioning;Tools/Equipment - Hand;Lawn/Garden Supplies;Tools/Equipment - Power;Building Products;Tool Storage/Workshop Aids;Safety/Protection - DIY;Toys/Games;Fuels;Lubricants;Live Animals;Safety/Security/Surveillance;Storage/Haulage Containers;Horticulture Plants;Crops
v40;;;;;;;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
Product Identification;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Identification / Validity / Unit;Is Trade Item a Service;GDSN_IsTradeItemAService;;CORE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Is Trade Item ROHS Compliant;GDSN_IsTradeItemROHSCompliant;;SustainabilityModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;ROHS Compliance Failure Material;GDSN_DES_ROHSComplianceFailureMaterial;GDSN_ROHSComplianceFailureMaterial;SustainabilityModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Trade Item Sustainability Feature Code;GDSN_DES_TradeItemSustainabilityFeatureCode;GDSN_TradeItemSustainabilityFeatureCode;SustainabilityModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Total Recyclable Content Percentage [%];GDSN_TotalRecyclableContentPercentage;;SustainabilityModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Post Consumer Recycled Content Percentage [%];GDSN_PostConsumerRecycledMaterialContentPercentage;;SustainabilityModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Renewable Plant Based Plastic Components Percent [%];GDSN_RenewablePlantBasedPlasticComponentsPercent;;SustainabilityModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;;GDSN_DoesTradeItemContainPesticide;;SustainabilityModule;Attribute;10000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product Characteristics Information;;;;;;;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;Product Characteristics;Product Characteristic Code;GDSN_DES_ProductCharacteristicCode;GDSN_ProductCharacteristics;ProductCharacteristicsModule;Attribute;10000000;47000000;;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Product Characteristic Value Description;GDSN_DES_ProductCharacteristicValueDescription;GDSN_ProductCharacteristics;ProductCharacteristicsModule;Attribute;10000000;47000000;;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Product Characteristic Value Amount;GDSN_ProductCharacteristics_productCharacteristics_productCharacteristicAmount;GDSN_ProductCharacteristics;ProductCharacteristicsModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Product Characteristic Value Measurement;GDSN_ProductCharacteristics_productCharacteristics_characteristicValueMeasurement;GDSN_ProductCharacteristics;ProductCharacteristicsModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Product Characteristic Value Code;GDSN_ProductCharacteristics_productCharacteristics_productCharacteristicValue;GDSN_ProductCharacteristics;ProductCharacteristicsModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Product Characteristic Value Date Time;GDSN_ProductCharacteristics_productCharacteristics_characteristicValueDateTime;GDSN_ProductCharacteristics;ProductCharacteristicsModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Product Characteristic Value Integer;GDSN_ProductCharacteristics_productCharacteristics_characteristicValueInteger;GDSN_ProductCharacteristics;ProductCharacteristicsModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Product Characteristic Value Numeric;GDSN_ProductCharacteristics_productCharacteristics_characteristicValueNumeric;GDSN_ProductCharacteristics;ProductCharacteristicsModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Product Characteristic Value String;GDSN_ProductCharacteristics_productCharacteristics_characteristicValueString;GDSN_ProductCharacteristics;ProductCharacteristicsModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;Lifespan Information;;;;TradeItemLifespanModule;Module;10000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Supplier Specified Minimum Consumer Storage Days;GDSN_SupplierSpecifiedMinimumConsumerStorageDays;;TradeItemLifespanModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Does Trade Item Have Auto Reader Tracker;GDSN_DoesTradeItemHaveAutoReaderTracker;;TradeItemLifespanModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Item Minimum Durability;GDSN_DES_ItemMinimumDurabilityValue;GDSN_ItemMinimumDurability;TradeItemLifespanModule;Composite;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Item Minimum Durability UOM;GDSN_DES_ItemMinimumDurabilityUOM;GDSN_ItemMinimumDurability;TradeItemLifespanModule;Composite;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Item Period Safe To Use After Opening;GDSN_DES_ItemPeriodSafeToUseAfterOpening;GDSN_ItemPeriodSafeToUseAfterOpening;TradeItemDescriptionModule;Composite;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Item Period Safe To Use After Opening UOM;GDSN_DES_ItemPeriodSafeToUseAfterOpeningUOM;GDSN_ItemPeriodSafeToUseAfterOpening;TradeItemDescriptionModule;Composite;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;Trade Item Humidity Information;Humidity Qualifier Code;GDSN_DES_HumidityQualifierCode;GDSN_TradeItemHumidityInformation;TradeItemHumidityInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Minimum Humidity Percentage;GDSN_DES_MinimumHumidityPercentage;GDSN_TradeItemHumidityInformation;TradeItemHumidityInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Maximum Humidity Percentage;GDSN_DES_MaximumHumidityPercentage;GDSN_TradeItemHumidityInformation;TradeItemHumidityInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Maximum Humidity Acceptable Time Span;GDSN_DES_MaximumHumidityAcceptableTimeSpan;GDSN_TradeItemHumidityInformation;TradeItemHumidityInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Maximum Humidity Acceptable Time Span UOM;GDSN_DES_MaximumHumidityAcceptableTimeSpanUOM;GDSN_TradeItemHumidityInformation;TradeItemHumidityInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Cumulative Humidity Interruption Acceptable Time Span;GDSN_DES_CumulativeHumidityInterruptionAcceptableTimeSpan;GDSN_TradeItemHumidityInformation;TradeItemHumidityInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Cumulative Humidity Interruption Acceptable Time Span UOM;GDSN_DES_CumulativeHumidityInterruptionAcceptableTimeSpanUOM;GDSN_TradeItemHumidityInformation;TradeItemHumidityInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Cumulative Humidity Interruption Acceptable Time Span Instructions;GDSN_DES_CumulativeHumidityInterruptionAcceptableTimeSpanInstructions;GDSN_TradeItemHumidityInformation;TradeItemHumidityInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Drop Below Minimum Humidity Acceptable Time Span;GDSN_DES_DropBelowMinimumHumidityAcceptableTimeSpan;GDSN_TradeItemHumidityInformation;TradeItemHumidityInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Drop Below Minimum Humidity Acceptable Time Span UOM;GDSN_DES_DropBelowMinimumHumidityAcceptableTimeSpanUOM;GDSN_TradeItemHumidityInformation;TradeItemHumidityInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;Trade Item Temperature Information;;;;TradeItemTemperatureInformationModule;Module;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Trade Item Temperature Condition Type Code;GDSN_TradeItemTemperatureConditionTypeCode;;TradeItemTemperatureInformationModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Minimum Temperature;GDSN_DES_MinimumTemperature;GDSN_TradeItemTemperatureInformation;TradeItemTemperatureInformationModule;Attribute;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Minimum Temperature UOM;GDSN_DES_MinimumTemperatureUOM;GDSN_TradeItemTemperatureInformation;TradeItemTemperatureInformationModule;Attribute;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Maximum Temperature;GDSN_DES_MaximumTemperature;GDSN_TradeItemTemperatureInformation;TradeItemTemperatureInformationModule;Attribute;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Maximum Temperature UOM;GDSN_DES_MaximumTemperatureUOM;GDSN_TradeItemTemperatureInformation;TradeItemTemperatureInformationModule;Attribute;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Minimum Tolerance Temperature;GDSN_DES_MinimumToleranceTemperature;GDSN_TradeItemTemperatureInformation;TradeItemTemperatureInformationModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Minimum Tolerance Temperature UOM;GDSN_DES_MinimumToleranceTemperatureUOM;GDSN_TradeItemTemperatureInformation;TradeItemTemperatureInformationModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Maximum Tolerance Temperature;GDSN_DES_MaximumToleranceTemperature;GDSN_TradeItemTemperatureInformation;TradeItemTemperatureInformationModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Maximum Tolerance Temperature UOM;GDSN_DES_MaximumToleranceTemperatureUOM;GDSN_TradeItemTemperatureInformation;TradeItemTemperatureInformationModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Maximum Temperature Acceptable Time Span;GDSN_DES_MaximumTemperatureAcceptableTimeSpan;GDSN_TradeItemTemperatureInformation;TradeItemTemperatureInformationModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Maximum Temperature Acceptable Time Span UOM;GDSN_DES_MaximumTemperatureAcceptableTimeSpanUOM;GDSN_TradeItemTemperatureInformation;TradeItemTemperatureInformationModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Drop Below Minimum Temperature Acceptable Time Span;GDSN_DES_DropBelowMinimumTemperatureAcceptableTimeSpan;GDSN_TradeItemTemperatureInformation;TradeItemTemperatureInformationModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Drop Below Minimum Temperature Acceptable Time Span UOM;GDSN_DES_DropBelowMinimumTemperatureAcceptableTimeSpanUOM;GDSN_TradeItemTemperatureInformation;TradeItemTemperatureInformationModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Cumulative Temperature Interruption Acceptable Time Span;GDSN_DES_CumulativeTemperatureInterruptionAcceptableTimeSpan;GDSN_TradeItemTemperatureInformation;TradeItemTemperatureInformationModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Cumulative Temperature Interruption Acceptable Time Span UOM;GDSN_DES_CumulativeTemperatureInterruptionAcceptableTimeSpanUOM;GDSN_TradeItemTemperatureInformation;TradeItemTemperatureInformationModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Cumulative Temperature Interruption Acceptable Time Span Instructions;GDSN_DES_CumulativeTemperatureInterruptionAcceptableTimeSpanInstructions;GDSN_TradeItemTemperatureInformation;TradeItemTemperatureInformationModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Storage Handling Temperature Minimum;SMOD_StorageHandlingTemperatureMinimum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Storage Handling Temperature Minimum UOM;SMOD_StorageHandlingTemperatureMinimumUOM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Storage Handling Temperature Maximum;SMOD_StorageHandlingTemperatureMaximum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Storage Handling Temperature Maximum UOM;SMOD_StorageHandlingTemperatureMaximumUOM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Transportation Temperature Minimum;SMOD_TransportationTemperatureMinimum;;;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Transportation Temperature Minimum UOM;SMOD_TransportationTemperatureMinimumUOM;;;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Transportation Temperature Maximum;SMOD_TransportationTemperatureMaximum;;;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Transportation Temperature Maximum UOM;SMOD_TransportationTemperatureMaximumUOM;;;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Storage Handling Temperature Minimum;WSCE_StorageHandlingTemperatureMinimum;;;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Storage Handling Temperature Maximum;WSCE_StorageHandlingTemperatureMaximum;;;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;Certification Information;;GDSN_DES_CertificationInformationEffectiveEndtDateTime;;;Attribute;10000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Certification Organisation Identifier;GDSN_DES_CertificationInformationOrganisationIdentifier;GDSN_CertificationInformation;CertificationInformationModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Additional Certification Organisation Identfier;GDSN_DES_AdditionalCertificationOrganisationIdentifierValue;GDSN_CertificationInformation;CertificationInformationModule;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
